transaction_id,payment_date,customer_id,price
T0000000071,2024-07-28 14:24:10,rL######,440000.0
T0000000072,2024-12-23 15:00:08,VX######,150000.0
T0000000073,2024-08-25 14:31:57,cV######,410000.0
T0000000074,2024-05-05 20:26:53,QJ######,990000.0
T0000000075,2024-05-05 20:12:22,Wm######,120000.0
T0000000076,2024-03-12 08:54:59,TH######,940000.0
T0000000077,2024-03-11 04:49:39,uO######,120000.0
T0000000078,2024-12-22 17:12:56,br######,120000.0
T0000000079,2024-04-14 12:09:34,bP######,
T0000000080,2024-09-25 14:19:37,kY######,960000.0
T0000000081,2024-07-12 05:12:21,TB######,1765000.0
T0000000082,2024-10-23 06:02:25,Im######,360000.0
T0000000083,2025-02-23 09:37:23,GM######,
T0000000084,2024-06-08 13:12:45,Gu######,210000.0
T0000000085,2024-04-25 03:11:12,Dx######,
T0000000086,2024-12-17 00:01:24,qG######,630000.0
T0000000087,2024-11-27 15:15:59,GM######,210000.0
T0000000088,2024-06-19 05:07:13,ZI######,
T0000000089,2025-01-15 14:42:18,ab######,680000.0
T0000000090,2025-03-01 18:36:36,fv######,255000.0
T0000000091,2024-10-01 00:51:45,Qm######,2050000.0
T0000000092,2024-03-31 18:43:21,Em######,150000.0
T0000000093,2024-10-20 05:05:17,YY######,100000.0
T0000000094,2025-02-03 13:09:51,EE######,
T0000000095,2024-07-23 22:37:17,Ry######,360000.0
T0000000096,2024-05-31 08:42:56,RP######,85000.0
T0000000097,2024-05-31 21:22:47,hh######,840000.0
T0000000098,2024-11-04 15:50:31,Or######,380000.0
T0000000099,2024-09-20 12:34:35,ZO######,
T0000000100,2024-06-13 05:43:29,My######,870000.0
T0000000101,2024-11-17 02:49:09,pM######,
T0000000102,2024-12-23 00:58:46,CK######,
T0000000103,2024-03-27 02:10:51,Cj######,
T0000000104,2025-01-11 13:07:21,fa######,960000.0
T0000000105,2024-03-15 20:28:44,Fm######,1610000.0
T0000000106,2024-10-02 23:51:25,bP######,150000.0
T0000000107,2024-05-26 04:33:14,An######,450000.0
T0000000108,2025-01-09 00:03:30,Zn######,480000.0
T0000000109,2024-10-21 19:24:45,eL######,1020000.0
T0000000110,2024-08-07 04:04:03,Hc######,870000.0
T0000000111,2024-09-14 00:48:44,VN######,
T0000000112,2025-02-02 17:22:49,hF######,
T0000000113,2024-03-30 13:11:23,Zz######,
T0000000114,2024-09-27 16:35:00,pB######,100000.0
T0000000115,2024-06-29 22:07:58,rA######,210000.0
T0000000116,2024-08-26 08:03:23,Xu######,210000.0
T0000000117,2025-02-27 14:15:57,tN######,85000.0
T0000000118,2024-10-11 21:58:42,jo######,85000.0
T0000000119,2025-02-24 01:49:54,lU######,
T0000000120,2024-05-02 18:24:59,Lg######,1320000.0
T0000000121,2024-12-13 13:57:45,LV######,840000.0
T0000000122,2024-06-14 11:43:56,vr######,425000.0
T0000000123,2024-11-25 09:52:50,ng######,
T0000000124,2024-06-16 13:38:01,TN######,210000.0
T0000000125,2025-03-05 06:07:51,Vc######,
T0000000126,2024-04-23 07:09:23,DF######,
T0000000127,2024-08-22 04:19:14,Wb######,
T0000000128,2024-09-03 13:20:52,qG######,210000.0
T0000000129,2024-05-24 09:14:35,pt######,340000.0
T0000000130,2025-02-28 10:04:03,EA######,
T0000000131,2025-02-04 05:46:00,tN######,
T0000000132,2025-01-10 16:02:18,tp######,440000.0
T0000000133,2024-08-24 15:25:18,Tr######,120000.0
T0000000134,2024-11-01 13:38:16,dc######,170000.0
T0000000135,2025-02-23 07:56:32,dg######,
T0000000136,2024-09-20 08:48:51,SP######,720000.0
T0000000137,2024-05-20 07:58:20,yc######,
T0000000138,2024-07-13 20:57:54,xN######,420000.0
T0000000139,2024-09-28 12:01:59,Hu######,
T0000000140,2024-05-21 07:40:35,qQ######,
T0000000141,2024-12-19 05:25:49,uj######,340000.0
T0000000142,2024-07-08 13:52:29,yj######,220000.0
T0000000143,2025-02-07 18:45:24,wp######,360000.0
T0000000144,2024-05-09 17:00:52,vu######,840000.0
T0000000145,2024-12-27 05:12:57,jZ######,490000.0
T0000000146,2024-05-08 07:38:09,Sx######,100000.0
T0000000147,2025-02-19 20:52:16,fG######,
T0000000148,2024-11-19 16:11:58,OZ######,1025000.0
T0000000149,2024-08-19 22:55:10,uv######,
T0000000150,2024-05-03 05:19:46,SC######,
T0000000151,2024-05-15 02:50:23,lt######,720000.0
T0000000152,2024-12-14 00:25:25,dg######,
T0000000153,2024-03-11 05:47:18,iX######,1060000.0
T0000000154,2024-12-29 00:06:05,tZ######,150000.0
T0000000155,2024-05-26 15:46:12,ij######,170000.0
T0000000156,2024-10-12 02:26:36,Fk######,340000.0
T0000000157,2024-12-09 17:08:54,zC######,
T0000000158,2024-06-28 20:47:57,yk######,
T0000000159,2024-12-16 00:51:22,FC######,
T0000000160,2025-01-15 22:59:30,Lh######,
T0000000161,2024-12-16 22:55:11,VG######,100000.0
T0000000162,2025-01-26 22:52:56,Zk######,255000.0
T0000000163,2024-07-30 22:56:57,Yu######,
T0000000164,2024-07-23 09:03:03,bO######,630000.0
T0000000165,2024-07-07 18:24:17,yW######,85000.0
T0000000166,2024-12-16 02:34:22,Or######,
T0000000167,2024-10-25 20:47:48,fO######,
T0000000168,2024-10-30 03:22:22,wV######,
T0000000169,2024-07-07 14:10:10,lv######,
T0000000170,2024-12-10 11:18:19,ES######,540000.0
T0000000171,2024-11-18 03:14:54,Fk######,540000.0
T0000000172,2024-08-10 11:40:04,BW######,200000.0
T0000000173,2024-07-11 19:46:46,Wm######,
T0000000174,2024-08-27 09:46:29,ah######,210000.0
T0000000175,2024-09-24 11:41:01,fs######,120000.0
T0000000176,2024-11-25 00:17:16,Fw######,180000.0
T0000000177,2024-07-14 13:34:45,yz######,
T0000000178,2024-09-23 01:31:46,Tr######,480000.0
T0000000179,2025-03-07 04:34:23,IY######,690000.0
T0000000180,2024-10-02 23:39:35,zU######,240000.0
T0000000181,2024-11-06 00:10:34,ZO######,
T0000000182,2024-05-14 09:50:51,pH######,
T0000000183,2024-10-25 08:07:10,QJ######,
T0000000184,2024-11-19 22:56:00,gg######,
T0000000185,2024-09-07 02:24:09,OM######,480000.0
T0000000186,2024-04-14 00:28:22,aj######,1320000.0
T0000000187,2024-07-11 11:22:37,QG######,85000.0
T0000000188,2024-12-05 16:20:25,Gh######,
T0000000189,2024-11-11 14:20:29,rM######,360000.0
T0000000190,2024-09-25 19:34:58,ei######,50000.0
T0000000191,2024-08-02 16:41:04,YB######,170000.0
T0000000192,2024-12-27 12:07:20,Xf######,1260000.0
T0000000193,2024-05-09 03:27:50,Ld######,360000.0
T0000000194,2025-02-27 07:19:48,CX######,
T0000000195,2024-10-19 00:30:07,bd######,
T0000000196,2024-11-02 08:12:07,Rb######,150000.0
T0000000197,2024-05-17 13:33:23,WR######,
T0000000198,2024-12-02 12:59:55,zc######,420000.0
T0000000199,2024-06-08 18:51:07,VT######,630000.0
T0000000200,2025-01-07 06:36:48,SH######,
T0000000201,2024-05-31 09:46:19,yV######,
T0000000202,2025-02-18 15:08:02,Gr######,
T0000000203,2025-02-07 12:08:55,Em######,340000.0
T0000000204,2024-10-23 10:11:02,id######,
T0000000205,2024-05-24 09:58:34,Gd######,
T0000000206,2024-05-08 06:34:27,ZG######,
T0000000207,2025-02-25 12:44:51,fO######,710000.0
T0000000208,2024-12-01 09:44:34,GI######,360000.0
T0000000209,2024-05-07 04:20:38,ot######,1240000.0
T0000000210,2024-06-23 13:19:36,Fq######,180000.0
T0000000211,2024-09-05 11:32:26,KI######,340000.0
T0000000212,2024-09-24 07:05:27,UW######,480000.0
T0000000213,2024-11-27 14:30:36,sd######,340000.0
T0000000214,2025-01-19 13:32:03,dg######,
T0000000215,2024-09-25 05:04:08,dm######,200000.0
T0000000216,2024-09-15 00:24:49,vH######,
T0000000217,2024-12-28 21:05:36,hF######,
T0000000218,2024-12-14 08:07:49,zM######,
T0000000219,2024-05-09 06:38:40,Nz######,630000.0
T0000000220,2024-04-12 11:52:59,in######,550000.0
T0000000221,2024-10-16 02:52:14,ZL######,
T0000000222,2024-08-16 21:30:42,nw######,540000.0
T0000000223,2024-11-01 21:21:58,Bi######,200000.0
T0000000224,2024-08-15 20:46:23,VD######,540000.0
T0000000225,2024-06-21 14:24:29,wQ######,1175000.0
T0000000226,2024-05-09 04:29:01,MF######,255000.0
T0000000227,2024-09-08 14:34:25,PJ######,1265000.0
T0000000228,2024-12-18 15:49:23,se######,350000.0
T0000000229,2025-02-11 16:46:45,Qf######,360000.0
T0000000230,2025-02-12 22:04:57,Nh######,150000.0
T0000000231,2024-07-28 10:30:21,KF######,240000.0
T0000000232,2024-09-24 15:33:15,Qf######,1320000.0
T0000000233,2025-02-06 23:03:27,rs######,690000.0
T0000000234,2024-06-02 17:54:06,LC######,1080000.0
T0000000235,2024-05-09 23:50:53,ot######,410000.0
T0000000236,2024-06-12 19:40:33,EB######,150000.0
T0000000237,2025-01-05 04:20:23,hA######,830000.0
T0000000238,2024-09-08 19:47:40,TB######,840000.0
T0000000239,2025-01-26 01:25:09,KN######,360000.0
T0000000240,2024-07-26 01:38:18,Cc######,50000.0
T0000000241,2024-11-21 17:56:12,vF######,360000.0
T0000000242,2024-12-20 05:46:54,WR######,220000.0
T0000000243,2024-10-15 11:49:58,Bd######,100000.0
T0000000244,2024-11-28 05:22:03,ot######,240000.0
T0000000245,2025-02-23 07:52:41,OW######,210000.0
T0000000246,2024-11-02 00:16:48,ot######,1050000.0
T0000000247,2024-12-25 08:54:02,uz######,
T0000000248,2024-04-26 06:24:54,Qf######,
T0000000249,2024-06-07 12:11:11,Na######,
T0000000250,2024-07-24 16:03:48,IJ######,1200000.0
T0000000251,2024-05-25 05:48:34,wU######,
T0000000252,2024-07-14 05:02:58,zU######,725000.0
T0000000253,2024-08-16 08:40:14,nc######,580000.0
T0000000254,2025-02-17 21:42:43,dX######,530000.0
T0000000255,2024-10-27 20:39:34,Ff######,1095000.0
T0000000256,2025-01-27 21:55:59,Zd######,1305000.0
T0000000257,2024-03-16 00:31:11,sN######,840000.0
T0000000258,2024-03-08 08:33:19,qQ######,410000.0
T0000000259,2024-09-05 00:30:58,qQ######,
T0000000260,2024-12-27 00:22:19,dQ######,
T0000000261,2024-07-29 10:46:19,lu######,50000.0
T0000000262,2024-07-29 00:24:18,OM######,
T0000000263,2025-01-18 06:01:35,RU######,
T0000000264,2024-12-01 08:10:03,PX######,780000.0
T0000000265,2024-08-29 21:49:41,xJ######,1060000.0
T0000000266,2024-09-16 04:27:56,zX######,50000.0
T0000000267,2025-03-03 16:38:25,ZG######,700000.0
T0000000268,2024-06-28 14:14:48,qa######,
T0000000269,2024-09-11 22:38:55,mB######,630000.0
T0000000270,2025-03-05 09:07:20,AW######,1030000.0
T0000000271,2024-12-15 13:09:15,zE######,320000.0
T0000000272,2024-08-26 07:30:50,DS######,840000.0
T0000000273,2024-06-25 22:47:21,ok######,340000.0
T0000000274,2024-12-13 01:15:16,UO######,
T0000000275,2024-06-11 13:03:26,Ib######,
T0000000276,2024-09-03 19:35:03,PX######,
T0000000277,2024-04-01 00:54:09,Ze######,1420000.0
T0000000278,2025-02-07 08:08:08,SB######,
T0000000279,2024-03-22 20:33:29,IF######,630000.0
T0000000280,2024-03-24 10:46:24,Co######,
T0000000281,2024-07-09 10:07:52,Dr######,
T0000000282,2025-01-13 17:31:56,cG######,360000.0
T0000000283,2024-08-31 12:00:37,wh######,340000.0
T0000000284,2025-02-08 07:07:20,RU######,
T0000000285,2024-05-02 20:06:15,vy######,
T0000000286,2024-11-10 21:38:15,Cj######,
T0000000287,2024-07-29 07:23:42,Lj######,
T0000000288,2024-11-03 17:31:27,Bj######,1050000.0
T0000000289,2024-10-20 06:53:02,KT######,
T0000000290,2024-12-07 02:37:27,qa######,
T0000000291,2025-02-03 00:38:23,hP######,
T0000000292,2024-06-22 08:13:26,ns######,1155000.0
T0000000293,2024-09-21 09:01:25,CR######,
T0000000294,2024-03-19 13:23:52,fl######,265000.0
T0000000295,2024-09-29 23:24:44,HU######,85000.0
T0000000296,2024-06-09 03:21:57,qq######,1240000.0
T0000000297,2024-09-11 15:23:14,AZ######,
T0000000298,2024-09-19 03:24:28,hA######,470000.0
T0000000299,2024-07-28 12:25:22,VE######,
T0000000300,2025-01-08 00:16:58,YC######,360000.0
T0000000301,2024-12-03 22:15:19,AW######,770000.0
T0000000302,2024-03-26 15:38:10,Eq######,340000.0
T0000000303,2024-03-09 16:43:27,CF######,420000.0
T0000000304,2025-02-25 12:14:31,Ce######,
T0000000305,2024-10-30 20:22:58,Wt######,
T0000000306,2025-03-06 00:33:47,ml######,1140000.0
T0000000307,2024-05-26 19:04:22,OW######,420000.0
T0000000308,2024-09-28 01:12:24,DS######,1200000.0
T0000000309,2024-05-31 09:45:27,bG######,360000.0
T0000000310,2024-11-23 12:48:01,DZ######,100000.0
T0000000311,2024-09-07 12:08:49,ZW######,
T0000000312,2024-07-18 00:45:37,ae######,180000.0
T0000000313,2024-10-29 04:09:11,Gn######,420000.0
T0000000314,2025-01-23 05:33:02,wi######,210000.0
T0000000315,2024-09-12 15:02:13,Hm######,
T0000000316,2025-01-22 09:26:25,Fr######,
T0000000317,2024-05-09 13:45:37,LN######,630000.0
T0000000318,2025-02-02 22:54:12,CF######,435000.0
T0000000319,2024-06-06 10:00:22,hA######,540000.0
T0000000320,2024-06-26 00:03:06,RD######,360000.0
T0000000321,2024-08-22 21:07:23,iY######,240000.0
T0000000322,2024-03-15 21:05:21,sQ######,
T0000000323,2024-09-13 06:40:11,je######,150000.0
T0000000324,2024-11-23 10:42:58,Aj######,445000.0
T0000000325,2024-07-29 10:32:35,rB######,540000.0
T0000000326,2024-03-26 14:50:41,MF######,240000.0
T0000000327,2024-09-06 23:04:52,fl######,
T0000000328,2024-11-16 08:56:31,ht######,1200000.0
T0000000329,2024-04-01 16:44:31,fH######,2040000.0
T0000000330,2024-11-12 22:26:11,oD######,85000.0
T0000000331,2025-02-14 17:16:45,wF######,720000.0
T0000000332,2024-05-28 01:46:28,Ua######,950000.0
T0000000333,2024-08-17 21:32:57,Zo######,
T0000000334,2025-01-30 13:20:34,fa######,360000.0
T0000000335,2024-09-17 17:09:33,sq######,
T0000000336,2024-04-16 15:16:53,Lt######,
T0000000337,2024-07-01 13:47:17,Ce######,840000.0
T0000000338,2025-02-28 21:49:06,HU######,
T0000000339,2024-07-13 15:42:15,Df######,
T0000000340,2025-01-05 19:25:11,IV######,1160000.0
T0000000341,2024-11-30 17:24:46,Gp######,240000.0
T0000000342,2024-07-07 00:49:11,YP######,830000.0
T0000000343,2024-05-21 19:54:29,Hc######,580000.0
T0000000344,2024-08-23 12:33:28,nb######,530000.0
T0000000345,2024-07-31 12:02:17,mm######,
T0000000346,2024-04-19 19:10:22,aj######,
T0000000347,2024-08-23 12:47:25,Uj######,270000.0
T0000000348,2024-03-28 04:06:20,cH######,360000.0
T0000000349,2024-12-16 04:36:30,dW######,340000.0
T0000000350,2024-06-29 23:46:15,Rd######,340000.0
T0000000351,2024-03-23 12:37:47,sF######,255000.0
T0000000352,2024-04-05 19:21:48,jL######,260000.0
T0000000353,2025-01-02 17:49:58,Pn######,
T0000000354,2025-03-03 05:28:26,Oa######,360000.0
T0000000355,2025-02-06 15:47:36,qV######,630000.0
T0000000356,2024-06-21 16:06:08,yI######,170000.0
T0000000357,2024-08-17 13:38:49,JL######,
T0000000358,2024-04-29 13:44:55,vM######,465000.0
T0000000359,2024-07-21 13:33:18,zd######,
T0000000360,2024-04-14 19:38:29,ok######,
T0000000361,2024-10-16 21:23:03,br######,630000.0
T0000000362,2024-05-12 03:09:20,Rv######,120000.0
T0000000363,2024-04-04 11:43:46,kH######,255000.0
T0000000364,2024-10-19 07:44:14,bX######,1765000.0
T0000000365,2024-04-18 15:41:12,ge######,
T0000000366,2024-03-26 07:17:38,JW######,170000.0
T0000000367,2024-11-18 01:24:56,kX######,
T0000000368,2024-06-07 09:22:09,XU######,720000.0
T0000000369,2024-05-26 10:15:36,TQ######,
T0000000370,2024-05-15 21:07:32,tR######,870000.0
T0000000371,2024-08-13 06:31:01,mU######,185000.0
T0000000372,2024-09-28 13:43:46,dp######,720000.0
T0000000373,2024-07-02 14:22:15,ul######,
T0000000374,2025-01-02 16:09:49,Qg######,
T0000000375,2024-03-20 13:59:08,id######,
T0000000376,2024-09-30 03:30:46,jL######,
T0000000377,2024-08-11 15:27:26,lZ######,255000.0
T0000000378,2025-01-10 08:26:01,Py######,480000.0
T0000000379,2024-07-07 20:20:03,wV######,
T0000000380,2024-07-09 15:11:51,qY######,540000.0
T0000000381,2024-12-26 02:51:27,EM######,
T0000000382,2024-03-08 00:33:27,TH######,885000.0
T0000000383,2024-10-30 08:07:34,Gf######,
T0000000384,2024-11-01 03:25:20,Vk######,
T0000000385,2024-05-18 06:50:25,hl######,
T0000000386,2025-02-23 19:54:39,qL######,675000.0
T0000000387,2024-10-25 22:53:22,AI######,
T0000000388,2024-11-01 15:43:03,aJ######,
T0000000389,2024-08-30 01:48:17,LT######,180000.0
T0000000390,2024-08-12 08:52:20,jU######,150000.0
T0000000391,2024-09-10 01:48:54,sF######,420000.0
T0000000392,2025-02-23 21:44:41,mE######,270000.0
T0000000393,2024-12-29 22:37:15,ws######,840000.0
T0000000394,2025-01-05 06:43:13,nb######,
T0000000395,2024-08-31 13:58:35,TQ######,460000.0
T0000000396,2024-08-01 09:13:32,xc######,
T0000000397,2024-12-17 07:31:45,IG######,255000.0
T0000000398,2024-05-21 11:57:51,Rq######,
T0000000399,2024-06-30 18:09:57,gP######,
T0000000400,2024-08-02 04:35:08,GM######,775000.0
T0000000401,2024-09-08 20:39:08,qG######,250000.0
T0000000402,2024-12-08 00:36:45,MG######,595000.0
T0000000403,2024-11-25 01:56:15,fl######,120000.0
T0000000404,2024-09-08 18:04:48,TP######,615000.0
T0000000405,2024-10-24 02:47:28,Rj######,
T0000000406,2024-03-22 20:58:06,bb######,750000.0
T0000000407,2024-12-14 23:48:17,dP######,
T0000000408,2024-05-16 01:02:51,sd######,
T0000000409,2024-06-30 00:42:49,ws######,
T0000000410,2024-05-03 12:27:20,Lh######,
T0000000411,2024-06-08 18:24:47,SO######,
T0000000412,2024-04-17 18:51:40,VZ######,
T0000000413,2024-07-09 21:12:00,qw######,255000.0
T0000000414,2025-02-12 00:04:24,Ht######,440000.0
T0000000415,2025-02-07 19:38:40,LX######,255000.0
T0000000416,2025-01-27 02:01:44,zr######,150000.0
T0000000417,2024-03-18 11:10:29,tR######,630000.0
T0000000418,2024-10-20 05:52:59,fy######,840000.0
T0000000419,2024-05-11 02:09:10,nH######,340000.0
T0000000420,2024-11-11 21:36:04,FK######,
T0000000421,2024-11-23 18:26:17,uW######,1195000.0
T0000000422,2024-09-08 23:27:22,fn######,
T0000000423,2024-06-27 22:46:48,Ue######,
T0000000424,2024-04-20 19:40:42,RS######,
T0000000425,2024-11-08 22:57:02,fN######,180000.0
T0000000426,2024-05-07 01:48:20,HF######,
T0000000427,2025-02-22 14:23:45,HU######,120000.0
T0000000428,2024-09-09 12:06:42,Iq######,50000.0
T0000000429,2024-10-29 13:53:05,Gf######,
T0000000430,2024-08-12 08:08:40,cz######,630000.0
T0000000431,2025-01-14 08:17:00,mH######,
T0000000432,2024-12-25 01:04:13,xc######,540000.0
T0000000433,2025-02-07 16:57:50,uj######,395000.0
T0000000434,2024-10-18 10:29:01,Ph######,
T0000000435,2024-05-04 20:29:04,Qg######,560000.0
T0000000436,2024-07-25 21:47:58,SD######,
T0000000437,2024-12-18 16:11:41,pz######,1045000.0
T0000000438,2024-04-12 01:29:11,rW######,420000.0
T0000000439,2024-11-22 09:41:30,VC######,
T0000000440,2025-01-08 05:23:27,jX######,360000.0
T0000000441,2024-11-10 04:07:19,SZ######,840000.0
T0000000442,2024-05-29 01:23:37,WK######,770000.0
T0000000443,2024-11-04 10:49:54,wg######,150000.0
T0000000444,2024-07-06 11:37:54,aL######,185000.0
T0000000445,2024-08-19 04:25:43,En######,180000.0
T0000000446,2024-08-21 13:46:19,Ht######,435000.0
T0000000447,2025-02-22 21:17:34,KN######,
T0000000448,2024-12-14 21:07:44,HX######,100000.0
T0000000449,2025-02-14 10:08:22,OV######,180000.0
T0000000450,2025-02-23 21:24:31,zX######,
T0000000451,2024-12-27 04:12:49,rZ######,420000.0
T0000000452,2025-01-26 06:27:57,pP######,150000.0
T0000000453,2024-07-23 12:23:36,gz######,120000.0
T0000000454,2024-12-20 11:33:11,NK######,630000.0
T0000000455,2025-01-21 23:36:49,oD######,
T0000000456,2024-08-10 11:17:26,gm######,590000.0
T0000000457,2024-11-11 10:12:41,FK######,
T0000000458,2024-04-07 02:43:16,SP######,820000.0
T0000000459,2024-03-28 05:45:10,nB######,180000.0
T0000000460,2024-12-24 20:39:23,Wh######,1020000.0
T0000000461,2025-01-23 21:41:37,Fr######,
T0000000462,2024-08-15 11:43:19,Ef######,360000.0
T0000000463,2024-07-19 17:00:02,os######,720000.0
T0000000464,2024-05-08 01:32:26,Xt######,360000.0
T0000000465,2025-01-29 02:10:44,af######,
T0000000466,2024-03-22 10:35:10,xG######,
T0000000467,2024-03-23 22:04:42,fO######,255000.0
T0000000468,2025-01-17 14:50:08,NE######,
T0000000469,2024-07-24 21:41:31,dl######,85000.0
T0000000470,2024-09-28 03:24:26,Qo######,200000.0
T0000000471,2024-08-08 20:36:16,iY######,640000.0
T0000000472,2024-07-14 06:02:59,FA######,85000.0
T0000000473,2025-03-06 06:30:14,Wn######,
T0000000474,2024-05-06 04:09:08,Ec######,
T0000000475,2024-12-16 03:29:05,NF######,
T0000000476,2024-04-10 04:06:07,tN######,
T0000000477,2024-11-17 20:25:44,uj######,1200000.0
T0000000478,2024-09-28 12:11:09,UW######,360000.0
T0000000479,2025-03-03 09:26:54,Qq######,
T0000000480,2025-01-30 23:10:29,VL######,600000.0
T0000000481,2024-04-10 23:53:22,rh######,720000.0
T0000000482,2024-05-11 03:02:42,iy######,
T0000000483,2025-01-24 06:33:37,NH######,
T0000000484,2024-07-16 00:33:14,rL######,840000.0
T0000000485,2025-01-29 17:09:21,hh######,840000.0
T0000000486,2025-01-03 06:09:36,Yd######,120000.0
T0000000487,2024-05-19 14:38:01,EY######,
T0000000488,2024-07-21 00:55:50,uv######,50000.0
T0000000489,2024-06-28 04:14:15,JX######,150000.0
T0000000490,2024-05-25 04:14:50,Nt######,100000.0
T0000000491,2024-08-20 16:02:54,CS######,120000.0
T0000000492,2024-05-26 02:56:46,iT######,420000.0
T0000000493,2024-10-09 08:23:07,tp######,900000.0
T0000000494,2024-08-10 17:50:25,EB######,
T0000000495,2024-05-20 01:01:42,PI######,700000.0
T0000000496,2024-04-04 01:06:24,dj######,425000.0
T0000000497,2024-07-03 04:29:55,lz######,
T0000000498,2024-04-12 05:36:16,er######,240000.0
T0000000499,2024-04-19 06:33:47,FR######,340000.0
T0000000500,2024-04-12 20:22:27,Jp######,180000.0
T0000000501,2024-08-07 00:30:28,Ol######,100000.0
T0000000502,2024-11-09 21:50:57,KE######,200000.0
T0000000503,2024-06-26 05:08:34,Io######,340000.0
T0000000504,2024-03-26 23:55:02,hj######,
T0000000505,2024-10-10 08:51:05,IV######,360000.0
T0000000506,2024-04-13 23:21:37,Ai######,
T0000000507,2024-09-12 09:02:00,Xu######,170000.0
T0000000508,2025-01-26 11:29:16,YC######,1060000.0
T0000000509,2024-04-28 14:01:40,wh######,210000.0
T0000000510,2024-06-23 08:26:20,GI######,
T0000000511,2025-01-21 00:49:18,bD######,
T0000000512,2024-05-05 14:53:30,jZ######,50000.0
T0000000513,2025-02-28 20:04:47,mS######,1540000.0
T0000000514,2024-07-25 16:12:18,Zd######,
T0000000515,2025-02-17 13:25:22,yj######,360000.0
T0000000516,2024-07-29 05:19:05,pV######,1380000.0
T0000000517,2024-05-18 04:27:27,bU######,
T0000000518,2024-05-26 19:49:41,Jr######,
